Código do município,Município,UF,Código da região,Código do prestador de serviços,Nome do prestador de serviços,Sigla,Abrangência,,,IN003,IN026,IN027,IN004,IN005,IN006,IN012,IN029,IN007,IN008,IN030,IN031,IN032,IN033,IN034,IN035,IN036,IN037,IN038,IN039,IN040,IN041,IN042,IN054,IN018,IN019,IN102,IN048,IN002,IN045,IN101,IN060,IN055,IN023,IN001,IN043,IN011,IN009,IN010,IN044,IN057,IN052,IN025,IN053,IN014,IN017,IN022,IN058,IN020,IN028,IN013,IN049,IN050,IN051,IN056,IN024,IN047,IN015,IN016,IN046,IN021,IN059,IN071,IN072,IN073,IN074,IN077,IN082,IN083,IN079,IN075,IN080,IN076,IN085,IN084,IN061,IN062,IN063,IN064,IN068,IN065,IN069,IN066,IN067
315430,Resplendor,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.54,3.83,388.42,5.16,5.61,4.61,93.19,-0.99,48.06,94185,74.13,44.25,51.57,5.8,9.91,59.68,69.56,8.38,1.76,13.37,58.4,38.9,2.7,375.88,32.05,348.57,329,2.61,406.27,4.6,121.09,0.7,59.6,79.37,01.07,89.27,92.24,99.28,69.54,95.96,100,72.47,11.97,8.63,8.59,8.18,175.45,0.36,9.86,68.67,31.33,27.53,10.78,115.12,45.34,60.38,60.38,61.73,92.85,57.32,8.2,0.47,,,,,25.87,10.46,239,104.01,0.07,102.75,3.69,111.99,0,,,,,,,,,
315440,Ressaquinha,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.7,05.06,501.78,5.7,5.7,,84.99,4.63,51.99,80652.65,88.87,59.52,61.17,5.92,4.46,66.97,68.83,13.42,2.99,05.02,98.69,,1.31,418,5.14,233.52,221.84,4.39,240,4.39,96.83,0.69,64.75,100,01.05,89.83,100,100,70.65,100,100,70.65,11.75,8.26,8.26,8.26,105.07,0.69,24.28,70.65,29.35,29.35,4.75,118.75,,,,,,,,,64,18,,,,,42.53,115.31,0,115.36,0,99.17,0,,,,,,,,,
315445,Riachinho,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.79,3.82,338.33,5.13,5.13,,88.61,0.37,46.48,103730.82,74.4,49.73,52.46,7.37,1.94,66.83,70.5,10.7,4.26,2.61,98.52,,1.48,400.26,4.22,434.88,426.23,2.22,458.75,2.22,115.8,0.68,54.3,98.05,01.02,89.92,100,100,80.47,100,100,80.47,9.23,7.39,7.39,7.39,102.91,0.48,16.14,80.47,19.53,19.53,3.47,60.16,,,,,,,,,,,,,,,33.62,107.86,0,107.86,0,120,0,,,,,,,,,
315450,Riacho dos Machados,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,6.76,4.66,434.97,4.87,5.33,4.24,72.08,-0.21,38.62,91612.32,95.76,47.01,53.57,7.41,23.35,49.09,55.95,13.5,0.95,24.38,62.38,35.84,1.78,490.5,7.98,376.46,362.86,2.42,429,04.07,93.44,0.68,40.69,84.65,01.04,90.92,100,100,89.98,99.99,100,89.99,8.51,7.62,7.62,7.62,117.28,0.93,13.95,90.01,9.99,10.01,1.96,28.85,28.21,58.68,58.68,54.06,100,54.06,13.45,01.02,131.25,11.5,,,38.2,4.27,174.47,103.6,0.27,101.73,0.08,122.27,0,,,,,,,,,
315460,Ribeirão das Neves,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.21,2.58,276.8,5.27,5.93,4.44,101.27,-0.1,33.62,155068.9,48.83,21.17,33.2,07.06,0,43.36,67.98,17.35,4.4,0,61.9,36.75,1.35,350.66,246.18,824.06,722.65,0.88,1292.16,1.65,165.42,0.42,82.59,83.2,1.15,94.43,100,99.97,43.76,99.99,100,43.76,21.67,9.44,9.44,9.22,123.3,0.82,10.59,42.76,57.24,56.24,39.46,459.46,70.01,70.52,70.52,66.76,70.61,47.14,8.97,0,12191.64,8.86,,,22.84,08.04,239,103.11,0.02,110.56,1.67,111.87,2.14,,,,,,,,,
315470,Ribeirão Vermelho,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.58,3.78,403.71,5.71,5.71,,102.39,6.23,36.53,126247.72,66.22,34.14,35.68,5.52,4.24,51.55,53.88,26.13,0.59,6.4,99.24,,0.76,348.95,3.14,580.35,542.09,1.76,606.67,1.76,123.24,0.69,88.63,95.7,01.07,88.93,99.5,100,72.4,100,99.5,72.4,12.35,8.9,8.9,8.9,149.16,01.02,18.41,72.41,27.59,27.6,6.24,119.36,,,,,,,,,,,,,,,180.85,104.45,0,102.92,0.14,110,0,,,,,,,,,
315490,Rio Casca,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.69,2.99,321.49,3.94,5.72,1.7,83.93,4.3,41.28,94530.72,75.89,45.7,49.19,7.92,0,60.22,64.81,20.54,5.21,0,78.46,18.63,2.92,416.42,17.76,453.7,423.09,2.2,488.27,3.98,108.01,0.55,71.26,89.29,01.08,88.93,100,100,66.23,100,100,66.23,13.65,9,9,9,138.32,1.33,07.01,66.23,33.77,33.77,21.99,162.59,57.3,71.79,71.79,63.55,0,0,8.15,0,,,,,7.34,12.92,115.09,119.91,0,119.81,0.55,107.66,0,,,,,,,,,
315520,Rio Espera,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.7,4.42,364.43,5.73,5.73,,85.44,-3.77,42.23,113033.14,77.14,43.58,49.42,07.09,7.68,56.5,64.06,10.55,4.41,9.95,98.05,,1.95,413.13,2.27,484.14,464.52,1.9,549,1.9,118.4,0.59,31.73,80.13,01.04,90.76,100,100,67.92,100,100,67.92,10.17,6.88,6.88,6.88,145.65,0.53,9.63,67.92,32.08,32.08,10.7,111.28,,,,,,,,,674.58,13.58,,,,,203.32,35.34,0,35.31,0,100,0,,,,,,,,,
315530,Rio Manso,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.17,3.77,446.85,5.46,5.46,,105.64,1.11,54.67,86013.86,68.97,49.98,51.75,5.16,0,72.47,75.03,11.33,0.76,0,97.82,,2.18,333.37,8.28,256.55,244.6,3.95,265.62,3.95,127.54,0.61,52.3,98.21,01.05,89.27,100,99.95,80.04,100,100,80.05,12.42,9.89,9.89,9.89,224.68,0.56,21.73,80.05,19.95,19.95,3.7,85,,,,,,,,,,,,,,,68.23,39.89,0,37.56,0,130,0.32,,,,,,,,,
315540,Rio Novo,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.48,3.94,376.49,5.67,5.67,,103.36,3.85,41.46,79145.79,69.52,38.45,40.11,6.21,1.22,55.3,57.7,24.55,3.33,1.75,98.26,,1.74,342.24,8.87,364.31,349.88,2.74,380.12,2.74,121.15,0.65,74.66,86.27,01.04,91.63,100,100,55.63,100,100,55.63,14.37,7.95,7.95,7.96,127.72,0.83,10.48,55.68,44.32,44.37,19.14,217.24,,,,,,,,,,,,,,,239,71.77,0.15,70.97,1.18,149.36,0,,,,,,,,,
315550,Rio Paranaíba,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.48,2.92,331.01,5.93,5.93,,132.23,-0.61,42.73,90641.31,49.27,31.22,32.32,05.02,0,63.37,65.59,15.22,1.53,0,99.52,,0.48,270.93,11.39,417.47,395.43,2.44,432.09,2.44,169.75,0.6,61.95,100,01.06,89.01,100,100,81.41,99.99,100,81.41,11.67,9.46,9.46,9.45,194.54,0.6,19.72,81.32,18.68,18.59,3.7,74.95,,,,,,,,,3133,7.75,,,,,111.14,86.81,0,86.81,0,113.73,0.43,,,,,,,,,
315560,Rio Pardo de Minas,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,6.96,4.58,401.8,5.31,5.3,5.33,76.23,0.91,38.91,90661.62,86.31,41.88,51.04,7.21,9.61,48.52,59.14,14.47,8.66,11.13,70.95,27.78,1.27,466.24,17.06,381.52,359.49,2.28,465,3.15,101.32,0.67,35.07,87.27,01.05,88.21,100,100,73,99.99,100,73.01,10.06,7.31,7.31,7.32,104.03,0.87,11.56,73.09,26.91,26.99,7.58,93.58,12.83,31.93,31.93,28.66,100,28.66,14.32,0.63,,,,,17.19,1.44,110.92,71.25,0,71.25,0.05,118.58,0,,,,,,,,,
315570,Rio Piracicaba,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.2,3.91,459.73,5.78,5.78,,111.21,5.55,52.48,105403.44,67.7,43.3,47.19,4.94,0,63.96,69.71,14.5,2.56,0,98.64,,1.36,319.31,16.35,328.88,316.19,2.9,358.47,2.9,123.14,0.67,73.77,92.6,01.04,90.54,100,100,58.47,100,100,58.47,16.82,9.79,9.79,9.79,164.7,0.49,15.42,58.47,41.53,41.53,14.67,237.73,,,,,,,,,1074.38,12.87,,,,,85.96,117.78,0,116.88,6.54,112.68,0,,,,,,,,,
315580,Rio Pomba,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.3,03.05,316.45,5.76,5.76,,133.82,0.88,41.68,101874.53,52.93,29.8,31.15,5.63,0,56.31,58.85,21.92,2.16,0,98.84,,1.16,265.9,13.59,547,479.63,1.99,571.73,1.99,157.32,0.59,79.72,94.37,1.14,88.91,100,100,64.21,100,100,64.21,13.54,8.65,8.65,8.65,148.47,0.72,6.48,64.21,35.79,35.79,26.65,180.85,,,,,,,,,,,,,,,190.11,97.64,0,96.37,0.02,121.07,0,,,,,,,,,
315600,Rio Vermelho,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.76,4.95,414.43,5.64,5.64,,83.41,-0.27,44.19,88875.1,87.83,51.42,52.98,7.12,2.55,58.54,60.32,24.77,1.99,2.9,98.3,,1.7,424.24,6.18,355.51,340.71,2.85,366.33,2.85,101.83,0.67,38.49,95.82,01.04,87.83,100,100,77.77,100,100,77.77,09.01,6.97,6.97,6.97,103.6,1.41,9.48,77.78,22.22,22.23,6.84,68.39,,,,,,,,,,,,,,,74.92,111.53,0.03,111.44,2.81,169.09,0.54,,,,,,,,,
315610,Ritápolis,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.43,4.9,482.62,5.29,5.29,,82.14,-0.49,46.86,91466.26,92.76,54.88,57.06,6.45,1.7,59.16,61.51,25,2.5,1.83,99.39,,0.61,435.64,6.24,308.1,300.09,3.21,320.33,3.21,96.68,0.67,71.61,100,01.03,91.73,100,100,72.24,100,100,72.24,11.41,8.2,8.2,8.2,160.71,1.31,14.6,72.23,27.77,27.76,07.02,106.41,,,,,,,,,,,,,,,239,87.88,0,87.55,0,113.33,0,,,,,,,,,
315630,Rodeiro,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.77,3.4,365.42,5.48,5.48,,114.89,4.38,39.23,90060.24,62.06,32.99,34.15,5.7,0,53.16,55.03,29.45,1.37,0,98.8,,1.2,309.58,7.25,447.9,431.27,2.24,463.64,2.24,132.59,0.64,77.3,95.54,01.04,89.92,100,100,68.33,100,100,68.33,13.16,8.95,8.95,8.95,150.19,01.06,7.53,68.33,31.67,31.67,17.99,141.61,,,,,,,,,,,,,,,239,91.31,0,90.95,0,111.9,0,,,,,,,,,
315645,Rosário da Limeira,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.21,3.58,323.98,5.63,5.63,,108.05,4.89,43.69,76006.91,63.51,38.17,40.43,6.57,1.74,60.1,63.67,17.62,1.89,2.74,98.28,,1.72,327.45,3.18,368.47,357.77,2.64,390.33,2.64,128.6,0.67,53.57,99.08,01.03,91.25,100,100,77.98,100,100,77.98,9.73,7.55,7.55,7.54,117.33,0.73,7.18,77.96,22.04,22.02,9.53,72.17,,,,,,,,,,,,,,,196.94,75.82,0,75.82,0.05,110.83,0,,,,,,,,,
315660,Rubim,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.67,4.52,429.72,5.25,5.25,,78.64,-1.34,30.11,100835,86.2,36.3,38.29,6.74,1.64,42.11,44.42,42.1,2.37,1.9,98.94,,01.06,452.93,5.8,528.31,515.21,1.84,557.18,1.84,104.08,0.59,64.6,83.18,01.03,90.85,100,100,89.72,100,100,89.72,8.87,7.92,7.92,7.92,121.12,2.91,9.44,89.73,10.27,10.28,3.13,30.59,,,,,,,,,,,,,,,239,39.06,0,39.06,0,125.17,2.79,,,,,,,,,
315670,Sabará,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.83,03.08,361.42,04.05,5.79,1.78,83.95,3.46,41.26,131766.48,76.09,33.74,49.15,8.76,4.2,44.34,64.59,16.39,04.09,5.52,79.62,18.67,1.71,421.48,146.4,564.41,467.64,1.47,822.21,2.65,106.93,0.43,78.34,80.37,1.2,93.77,100,99.99,39.36,100,100,39.37,25.68,10.06,10.06,10.04,139.85,0.82,11.76,39.32,60.68,60.63,47.37,612.48,64.03,65.68,65.68,63.08,0,0,9.61,0,11281.63,15.87,,,7.93,8.65,215.88,111.43,0.02,117.77,0.09,119.42,4.56,,,,,,,,,
315700,Salinas,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.32,2.62,252.18,5.16,5.18,5.14,97.15,-0.12,34.82,98895.56,50.79,32.81,35.84,6.76,1.37,64.59,70.56,12.56,5.96,2.7,55.22,43.77,01.01,366.83,46.98,555.8,542,1.69,607.21,03.08,159.71,0.53,72.73,82.49,01.03,90.87,100,99.99,68.78,99.99,100,68.78,11.8,08.08,08.08,08.08,127.34,0.62,14.09,68.79,31.21,31.22,8.36,124.49,58.84,75.06,75.06,63.9,100,63.9,09.09,0.34,,,,,7.97,3.88,224.24,105.88,0.11,105.88,0.18,111.67,0.83,,,,,,,,,
315710,Salto da Divisa,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.14,03.01,387.83,5.5,5.5,,132.73,1.58,43.28,119999.68,54.67,31.36,32.61,4.74,0,57.36,59.64,17.82,6.17,0,98.96,,01.04,268.41,4.16,518.79,497.03,1.94,539.37,1.94,153.89,0.65,76.95,91.82,01.04,89.36,100,100,77.08,100,100,77.08,14.02,10.75,10.75,10.75,142.52,0.64,10.2,77.08,22.92,22.92,10.28,109.71,,,,,,,,,,,,,,,239,84.79,0.11,84.73,0.11,97.52,1.69,,,,,,,,,
315720,Santa Bárbara,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.81,3.61,447.2,5.81,5.81,,120.87,4.63,43.74,108996.21,62.03,32.14,36.19,4.67,0,51.81,58.33,22.34,5.14,0,97.95,,02.05,291.74,24.77,417.82,372.77,2.38,470.48,2.38,136.72,0.54,72.56,81.58,1.12,90.83,100,99.99,67.43,100,100,67.43,15.41,10.34,10.34,10.34,155.25,1,13.41,67.43,32.57,32.57,13.11,183.99,,,,,,,,,2974.2,13.2,,,,,141.77,101.94,0.19,100.56,7.41,110.86,0,,,,,,,,,
315725,Santa Bárbara do Leste,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,05.09,3.31,305.13,5.39,5.39,,105.99,2.45,37.46,106836.8,61.41,32.97,35.34,6.77,3.35,53.69,57.55,18.53,3.91,5.45,97.79,,2.21,332.14,2.68,608.4,570.34,1.64,652.2,1.64,135.6,0.66,51.73,100,01.07,86.91,100,100,77.59,99.99,100,77.59,9.96,7.69,7.69,7.68,97.55,0.72,6.52,77.53,22.47,22.41,11.14,77.85,,,,,,,,,,,,,,,161.12,67.09,0,66.31,3.48,101.67,0,,,,,,,,,
315730,Santa Bárbara do Tugúrio,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.75,05.04,457.11,5.73,5.73,,84.92,-6.65,42.42,123329.55,88,47.77,49.95,6.45,11.96,54.29,56.76,17.94,2.12,13.59,98.58,,1.42,417.93,02.09,475.33,462.66,02.07,497,02.07,108.57,0.68,47.17,98.58,01.03,91.1,100,100,72.75,100,100,72.75,10.43,7.55,7.55,7.55,119.04,0.97,9.93,72.76,27.24,27.25,9.34,95.54,,,,,,,,,,,,,,,239,70.64,0,70.64,0.58,115.83,0,,,,,,,,,
315740,Santa Cruz do Escalvado,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.3,3.66,356.05,5.68,5.68,,107.19,3.24,39.96,134376.47,64.41,36.04,37.28,06.09,3.14,55.95,57.88,21.72,1.26,4.88,96.07,,3.93,322.68,01.03,652.06,596.96,1.62,674.5,1.62,133.19,0.69,27.81,80.27,01.09,87.25,87.37,100,72.47,100,100,72.47,11.24,8.11,8.11,8.1,137.29,0.84,8.96,72.45,27.55,27.53,12.09,110.61,,,,,,,,,,,,,,,116.12,121.64,0,119.33,0.18,99.09,0,,,,,,,,,
315750,Santa Efigênia de Minas,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.58,3.78,351.3,5.26,5.26,,94.23,0.49,52.75,72015.49,71.94,52.06,55.98,7.31,3.91,72.37,77.81,1.15,3.36,5.43,98.74,,1.26,377.21,4.3,263.46,259.85,3.58,283.25,3.58,118.72,0.9,58.32,87.86,01.01,92.06,100,100,76.14,100,100,76.14,10.22,7.74,7.74,7.74,114.04,0.04,9.71,76.12,23.88,23.86,7.26,80.88,,,,,,,,,,,,,,,32.87,48.23,0,47.89,16.84,121.67,0,,,,,,,,,
315760,Santa Fé de Minas,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.24,5.54,549.88,5.8,5.8,,80.04,1.24,38.9,68860.12,95.51,34.87,48.6,5.76,16.43,36.51,50.89,22.01,01.05,17.2,96.84,,3.16,435.56,4.18,246.08,235.32,03.05,343,03.05,95.97,0.7,50.65,87.73,01.05,89.41,100,100,79.01,100,100,79.01,10.53,8.28,8.28,8.28,147.08,1.37,13.34,79,21,20.99,05.09,75.59,,,,,,,,,,,,,,,57.12,202.67,0,202.26,0.41,122.5,0,,,,,,,,,
315770,Santa Juliana,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.47,2.45,331.56,5.92,5.92,,170.66,3.33,39.17,124004.28,41.39,20.57,22.95,4.19,0,49.69,55.45,22.17,0.69,0,98.68,,1.32,208.16,7.81,674.42,648.18,1.38,752.64,1.38,199.05,0.68,79.39,91.89,01.04,90.62,100,100,75.23,100,100,75.24,15.06,11.27,11.27,11.27,174.06,0.6,09.01,75.23,24.77,24.76,13.83,126.94,,,,,,,,,3116.33,16.33,,,,,239,98.85,0,98.85,0,122.63,0,,,,,,,,,
315780,Santa Luzia,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.19,2.91,308.61,5.33,5.6,5,102.69,5.74,37.11,146403.01,54.59,25.22,36.14,7.25,0.23,46.2,66.21,18.65,4.29,0.42,57,41.08,1.92,343.85,201.38,716.45,552.6,1.26,1026.91,2.36,143.22,0.46,78.14,78.36,1.3,92.01,100,99.99,38.22,100,100,38.22,23.99,9.12,9.12,9.13,134.69,0.82,12.1,38.26,61.74,61.78,47.64,628.89,68.13,68.32,68.32,68.57,86.93,59.61,8.56,0,13553.75,10.5,,,13.53,6.7,206.5,104.36,0.09,110.14,1.34,119.25,1.11,,,,,,,,,
315790,Santa Margarida,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.88,3.12,309.13,5.37,5.37,,109.89,1.92,42.64,95226.16,58.1,37.34,38.81,6.29,0.55,64.26,66.79,13.93,2.97,0.95,98.7,,1.3,323.33,7.8,461.23,414.6,2.32,479.4,2.32,142.17,0.63,49.73,97.89,1.11,87.04,100,100,76.02,99.99,100,76.03,10.92,8.26,8.26,8.26,122.18,0.52,08.07,75.98,24.02,23.97,11.35,95.3,,,,,,,,,,,,,,,39.43,63.49,0,51.79,0.26,101.98,0,,,,,,,,,
315800,Santa Maria de Itabira,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.57,3.41,429.36,5.58,5.58,,122.16,-2.01,41.49,106307.42,61.14,32.5,33.97,4.79,3.75,53.15,55.55,19.74,3.78,6.13,97.87,,2.13,288.4,5.75,445.69,417.69,2.29,465.82,2.29,146.06,0.68,52.71,87.79,01.07,91.76,100,100,78.57,100,100,78.57,13.4,10.48,10.48,10.48,154.16,0.77,10.64,78.59,21.41,21.43,09.04,100.22,,,,,,,,,2361.67,20.33,,,,,59.32,134.06,0,133.54,0,200.83,0,,,,,,,,,
315820,Santa Maria do Suaçuí,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,06.07,3.67,343.59,3.74,5.26,1.59,61.64,-7.79,44.24,89184.65,98.15,63.88,71.78,9.53,2.32,65.09,73.13,15.78,2.1,2.37,80.22,17.05,2.73,568.13,19.1,354.92,341.44,2.61,398.79,4.42,95.87,0.56,61.74,82.89,01.04,90.19,95.36,100,78.67,100,100,78.67,9.87,7.73,7.73,7.73,114.15,1.38,9.69,78.68,21.32,21.33,6.78,71.87,44.45,59.68,59.68,57.22,0,0,9.8,0,,,,,14.28,5.93,239,120.76,0,120.58,1.53,163.64,2.35,,,,,,,,,
315830,Santana da Vargem,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.76,3.12,334.3,05.07,5.16,4.98,106.49,5.29,53.95,112568.45,61.57,46.86,50.67,6.17,0,76.1,82.29,8.72,1.69,0,51.03,48.1,0.87,335.13,11.35,409.21,382.17,2.42,442.48,4.88,130.55,0.66,75.36,100,01.09,87.48,99.9,100,82.52,100,100,82.52,10.92,8.97,8.97,8.97,131.23,0.55,11.18,82.55,17.45,17.48,5.95,67.97,74.59,100,100,77.98,88.1,68.7,07.01,0.18,,,,,6.4,3.81,239,113.75,0,113.75,0,113.64,0,,,,,,,,,
315840,Santana de Cataguases,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.14,3.78,402.32,5.14,5.14,,100.01,2.9,46.11,69727.59,73.47,44.92,46.1,6.13,0.48,61.13,62.75,22.57,1.9,0.66,98.04,,1.96,352.93,5.13,276.21,261.89,3.72,283.5,3.72,116.36,0.64,75.64,93.91,01.05,91.99,100,100,65.29,100,100,65.29,13.66,8.87,8.87,8.87,141.28,0.86,11.49,65.28,34.72,34.71,13.62,163.63,,,,,,,,,,,,,,,239,40.86,2.38,40.86,2.45,152.5,0,,,,,,,,,
315850,Santana de Pirapama,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,8.81,7.1,773.2,5.63,5.63,,63.93,15.23,33.2,82487.19,126.11,45.19,51.92,5.56,40.83,35.84,41.17,20.42,0.02,32.38,99.04,,0.96,557.67,5.74,259.11,243.88,3.57,297.7,3.57,62.52,1.16,43.66,100,01.06,88.11,100,99.93,65.66,100,100,65.66,13.92,9.1,9.1,09.07,137.16,0.82,14.6,65.46,34.54,34.34,11.04,166.18,,,,,,,,,,,,,,,239,22.24,0,10.49,1.97,122.5,0,,,,,,,,,
315860,Santana do Deserto,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.92,2.6,309.53,06.04,06.04,,153.92,5.78,39.41,123924.22,43.04,23.41,25.6,4.76,0,54.4,59.5,18.88,0.86,0,98.98,,01.02,231.5,01.09,672.91,655.54,1.39,736,1.39,181.08,0.7,36.85,100,01.03,90.29,100,99.86,77.64,99.98,100,77.66,12.85,9.93,9.95,9.92,165.48,0.54,15.93,77.6,22.4,22.34,5.72,96.41,,,,,,,,,,,,,,,42.27,100.25,0,100.51,0.06,105.83,0,,,,,,,,,
315880,Santana do Jacaré,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.99,3.59,362.78,5.14,5.14,,103.13,3.2,55.04,112313.4,69.85,51.39,53.37,6.48,5.64,73.57,76.4,0.75,1.73,08.08,98.68,,1.32,344.48,5.19,405.23,382.89,2.52,420.8,2.52,119.57,0.82,87.77,91.33,01.06,89.4,100,100,73.75,100,100,73.75,11.47,8.42,8.42,8.42,137.55,0.02,9.32,73.75,26.25,26.25,10.67,104.26,,,,,,,,,1400,120,2100,14,,,194.82,104.1,0,103.99,0,115,0,,,,,,,,,
315890,Santana do Manhuaçu,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.41,2.91,301.46,5.22,5.22,,118.36,3.89,44.36,106832.32,55.65,35.04,37.48,6.2,0,62.96,67.34,13.16,2.8,0,98.15,,1.85,298.55,3.21,526.24,480.74,1.94,562.83,1.94,145.05,0.66,38.04,78.82,01.09,90.58,100,100,76.64,100,100,76.64,11.35,8.65,8.65,8.64,146.12,0.44,5.67,76.54,23.46,23.36,16.11,94.94,,,,,,,,,,,,,,,115.77,95.1,0,94.47,1.41,102.73,0,,,,,,,,,
315895,Santana do Paraíso,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,2.71,1.94,176.71,3.49,5.18,1.62,128.71,7.19,48.56,124147.73,55.48,33.48,37.73,5.3,0,60.35,68.01,18.81,0.78,0,76.09,21.26,2.65,272.3,33.24,1033.06,757.45,1.17,1164.19,2.28,142.39,0.92,85.96,92.82,1.34,93.1,99.61,99.91,70.76,99.97,100,70.78,12.18,8.58,8.58,7.93,161.09,0.49,10.02,65.42,34.58,29.22,14.19,156.49,85.96,92.82,92.82,77.38,0,0,6.28,0,4564.35,12.85,,,6.44,12.17,112.56,99.11,0,97.83,9.13,146.86,0,,,,,,,,,
315900,Santana do Riacho,MG,3,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.27,3.46,513.61,6.9,6.9,,130.95,8.28,39.17,108702.35,50.2,28.41,29.91,3.28,0,56.59,59.59,20.14,3.69,0,98.38,,1.62,270.46,4.21,355.2,341.31,2.78,374,2.78,161.34,0.66,38.68,68.29,01.04,73.33,100,100,79.12,100,100,79.12,15.9,12.52,12.52,12.36,374.22,0.82,35.03,78.14,21.86,20.88,3.1,112.98,,,,,,,,,,,,,,,239,113.94,0,113.99,0,120,0,,,,,,,,,
